instant,date,season,year,month,hour,holiday,workingday,weather,temp,atemp,hum,casual,registered,total,casual_day,registered_day,revenue_hour,revenue_day,total_rentals_hour,total_rentals_day
14841,2012-09-15,Fall,2012,Sep,13,0,0,Clear/Partly Cloudy,0.68,0.6364,0.36,327,377,704,3160,5554,2766,779088,704,8714
14842,2012-09-15,Fall,2012,Sep,14,0,0,Clear/Partly Cloudy,0.68,0.6364,0.34,325,390,715,3160,5554,2795,779088,715,8714
14843,2012-09-15,Fall,2012,Sep,15,0,0,Mist/Cloudy,0.68,0.6364,0.34,312,342,654,3160,5554,2586,779088,654,8714
14844,2012-09-15,Fall,2012,Sep,16,0,0,Mist/Cloudy,0.66,0.6212,0.36,350,433,783,3160,5554,3049,779088,783,8714
14845,2012-09-15,Fall,2012,Sep,17,0,0,Mist/Cloudy,0.66,0.6212,0.36,295,434,729,3160,5554,2777,779088,729,8714
14846,2012-09-15,Fall,2012,Sep,18,0,0,Mist/Cloudy,0.64,0.6212,0.36,232,382,614,3160,5554,2306,779088,614,8714
14847,2012-09-15,Fall,2012,Sep,19,0,0,Clear/Partly Cloudy,0.62,0.6212,0.41,169,309,478,3160,5554,1772,779088,478,8714
14848,2012-09-15,Fall,2012,Sep,20,0,0,Clear/Partly Cloudy,0.6,0.6212,0.43,89,241,330,3160,5554,1168,779088,330,8714
14849,2012-09-15,Fall,2012,Sep,21,0,0,Clear/Partly Cloudy,0.56,0.5303,0.52,86,210,296,3160,5554,1060,779088,296,8714
14850,2012-09-15,Fall,2012,Sep,22,0,0,Clear/Partly Cloudy,0.56,0.5303,0.52,82,197,279,3160,5554,1001,779088,279,8714
14851,2012-09-15,Fall,2012,Sep,23,0,0,Clear/Partly Cloudy,0.54,0.5152,0.6,47,182,229,3160,5554,781,779088,229,8714
14852,2012-09-16,Fall,2012,Sep,0,0,0,Clear/Partly Cloudy,0.54,0.5152,0.64,28,123,151,2166,5167,509,631944,151,7333
14853,2012-09-16,Fall,2012,Sep,1,0,0,Clear/Partly Cloudy,0.54,0.5152,0.64,35,82,117,2166,5167,421,631944,117,7333
14854,2012-09-16,Fall,2012,Sep,2,0,0,Clear/Partly Cloudy,0.52,0.5,0.63,27,62,89,2166,5167,321,631944,89,7333
14855,2012-09-16,Fall,2012,Sep,3,0,0,Clear/Partly Cloudy,0.5,0.4848,0.68,10,38,48,2166,5167,164,631944,48,7333
14856,2012-09-16,Fall,2012,Sep,4,0,0,Clear/Partly Cloudy,0.5,0.4848,0.72,2,6,8,2166,5167,28,631944,8,7333
14857,2012-09-16,Fall,2012,Sep,5,0,0,Clear/Partly Cloudy,0.5,0.4848,0.72,3,10,13,2166,5167,45,631944,13,7333
14858,2012-09-16,Fall,2012,Sep,6,0,0,Clear/Partly Cloudy,0.5,0.4848,0.72,9,26,35,2166,5167,123,631944,35,7333
14859,2012-09-16,Fall,2012,Sep,7,0,0,Clear/Partly Cloudy,0.5,0.4848,0.77,28,43,71,2166,5167,269,631944,71,7333
14860,2012-09-16,Fall,2012,Sep,8,0,0,Clear/Partly Cloudy,0.54,0.5152,0.64,34,94,128,2166,5167,452,631944,128,7333
14861,2012-09-16,Fall,2012,Sep,9,0,0,Clear/Partly Cloudy,0.58,0.5455,0.6,70,226,296,2166,5167,1028,631944,296,7333
14862,2012-09-16,Fall,2012,Sep,10,0,0,Clear/Partly Cloudy,0.62,0.6212,0.5,160,330,490,2166,5167,1790,631944,490,7333
14863,2012-09-16,Fall,2012,Sep,11,0,0,Clear/Partly Cloudy,0.64,0.6212,0.47,183,376,559,2166,5167,2043,631944,559,7333
14864,2012-09-16,Fall,2012,Sep,12,0,0,Clear/Partly Cloudy,0.66,0.6212,0.44,188,468,656,2166,5167,2344,631944,656,7333
14865,2012-09-16,Fall,2012,Sep,13,0,0,Clear/Partly Cloudy,0.64,0.6212,0.41,240,454,694,2166,5167,2562,631944,694,7333
14866,2012-09-16,Fall,2012,Sep,14,0,0,Clear/Partly Cloudy,0.66,0.6212,0.39,225,410,635,2166,5167,2355,631944,635,7333
14867,2012-09-16,Fall,2012,Sep,15,0,0,Clear/Partly Cloudy,0.64,0.6212,0.41,215,342,557,2166,5167,2101,631944,557,7333
14868,2012-09-16,Fall,2012,Sep,16,0,0,Clear/Partly Cloudy,0.64,0.6212,0.44,194,402,596,2166,5167,2176,631944,596,7333
14869,2012-09-16,Fall,2012,Sep,17,0,0,Clear/Partly Cloudy,0.66,0.6212,0.41,177,393,570,2166,5167,2064,631944,570,7333
14870,2012-09-16,Fall,2012,Sep,18,0,0,Clear/Partly Cloudy,0.62,0.6212,0.5,120,361,481,2166,5167,1683,631944,481,7333
14871,2012-09-16,Fall,2012,Sep,19,0,0,Clear/Partly Cloudy,0.62,0.6212,0.5,91,312,403,2166,5167,1391,631944,403,7333
14872,2012-09-16,Fall,2012,Sep,20,0,0,Clear/Partly Cloudy,0.6,0.6212,0.53,57,267,324,2166,5167,1086,631944,324,7333
14873,2012-09-16,Fall,2012,Sep,21,0,0,Clear/Partly Cloudy,0.6,0.6212,0.56,43,148,191,2166,5167,659,631944,191,7333
14874,2012-09-16,Fall,2012,Sep,22,0,0,Clear/Partly Cloudy,0.56,0.5303,0.68,18,109,127,2166,5167,417,631944,127,7333
14875,2012-09-16,Fall,2012,Sep,23,0,0,Clear/Partly Cloudy,0.54,0.5152,0.68,9,85,94,2166,5167,300,631944,94,7333
14876,2012-09-17,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,14,31,45,1022,5847,163,543624,45,6869
14877,2012-09-17,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,9,12,21,1022,5847,81,543624,21,6869
14878,2012-09-17,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,5,8,13,1022,5847,49,543624,13,6869
14879,2012-09-17,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0,7,7,1022,5847,21,543624,7,6869
14880,2012-09-17,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,2,9,11,1022,5847,37,543624,11,6869
14881,2012-09-17,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.48,0.4697,0.82,1,44,45,1022,5847,137,543624,45,6869
14882,2012-09-17,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.48,0.4697,0.82,7,157,164,1022,5847,506,543624,164,6869
14883,2012-09-17,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.52,0.5,0.77,18,474,492,1022,5847,1512,543624,492,6869
14884,2012-09-17,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,36,647,683,1022,5847,2121,543624,683,6869
14885,2012-09-17,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.58,0.5455,0.68,34,265,299,1022,5847,965,543624,299,6869
14886,2012-09-17,Fall,2012,Sep,10,0,1,Mist/Cloudy,0.62,0.6061,0.65,73,129,202,1022,5847,752,543624,202,6869
14887,2012-09-17,Fall,2012,Sep,11,0,1,Mist/Cloudy,0.62,0.6061,0.69,61,191,252,1022,5847,878,543624,252,6869
14888,2012-09-17,Fall,2012,Sep,12,0,1,Mist/Cloudy,0.62,0.6061,0.69,62,233,295,1022,5847,1009,543624,295,6869
14889,2012-09-17,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.64,0.6061,0.65,112,231,343,1022,5847,1253,543624,343,6869
14890,2012-09-17,Fall,2012,Sep,14,0,1,Mist/Cloudy,0.64,0.6061,0.65,129,203,332,1022,5847,1254,543624,332,6869
14891,2012-09-17,Fall,2012,Sep,15,0,1,Mist/Cloudy,0.64,0.6061,0.65,82,256,338,1022,5847,1178,543624,338,6869
14892,2012-09-17,Fall,2012,Sep,16,0,1,Mist/Cloudy,0.64,0.6061,0.69,74,379,453,1022,5847,1507,543624,453,6869
14893,2012-09-17,Fall,2012,Sep,17,0,1,Mist/Cloudy,0.64,0.6061,0.65,102,740,842,1022,5847,2730,543624,842,6869
14894,2012-09-17,Fall,2012,Sep,18,0,1,Mist/Cloudy,0.62,0.5909,0.73,66,708,774,1022,5847,2454,543624,774,6869
14895,2012-09-17,Fall,2012,Sep,19,0,1,Mist/Cloudy,0.62,0.5909,0.73,51,435,486,1022,5847,1560,543624,486,6869
14896,2012-09-17,Fall,2012,Sep,20,0,1,Mist/Cloudy,0.62,0.5909,0.73,32,308,340,1022,5847,1084,543624,340,6869
14897,2012-09-17,Fall,2012,Sep,21,0,1,Light Snow/Rain,0.62,0.5758,0.83,28,205,233,1022,5847,755,543624,233,6869
14898,2012-09-17,Fall,2012,Sep,22,0,1,Light Snow/Rain,0.62,0.5758,0.83,20,109,129,1022,5847,427,543624,129,6869
14899,2012-09-17,Fall,2012,Sep,23,0,1,Light Snow/Rain,0.6,0.5152,0.94,4,66,70,1022,5847,218,543624,70,6869
14900,2012-09-18,Fall,2012,Sep,0,0,1,Light Snow/Rain,0.6,0.5152,0.94,2,11,13,371,3702,43,311064,13,4073
14901,2012-09-18,Fall,2012,Sep,1,0,1,Light Snow/Rain,0.6,0.5152,0.94,0,5,5,371,3702,15,311064,5,4073
14902,2012-09-18,Fall,2012,Sep,2,0,1,Light Snow/Rain,0.6,0.5152,0.94,0,4,4,371,3702,12,311064,4,4073
14903,2012-09-18,Fall,2012,Sep,3,0,1,Mist/Cloudy,0.62,0.5455,0.94,0,6,6,371,3702,18,311064,6,4073
14904,2012-09-18,Fall,2012,Sep,4,0,1,Mist/Cloudy,0.62,0.5455,0.94,2,5,7,371,3702,25,311064,7,4073
14905,2012-09-18,Fall,2012,Sep,5,0,1,Mist/Cloudy,0.64,0.5758,0.89,3,45,48,371,3702,150,311064,48,4073
14906,2012-09-18,Fall,2012,Sep,6,0,1,Mist/Cloudy,0.64,0.5758,0.89,4,163,167,371,3702,509,311064,167,4073
14907,2012-09-18,Fall,2012,Sep,7,0,1,Mist/Cloudy,0.64,0.5758,0.89,13,343,356,371,3702,1094,311064,356,4073
14908,2012-09-18,Fall,2012,Sep,8,0,1,Mist/Cloudy,0.66,0.6061,0.83,32,640,672,371,3702,2080,311064,672,4073
14909,2012-09-18,Fall,2012,Sep,9,0,1,Mist/Cloudy,0.66,0.6061,0.83,27,266,293,371,3702,933,311064,293,4073
14910,2012-09-18,Fall,2012,Sep,10,0,1,Light Snow/Rain,0.68,0.6364,0.79,30,130,160,371,3702,540,311064,160,4073
14911,2012-09-18,Fall,2012,Sep,11,0,1,Mist/Cloudy,0.68,0.6364,0.79,36,115,151,371,3702,525,311064,151,4073
14912,2012-09-18,Fall,2012,Sep,12,0,1,Light Snow/Rain,0.68,0.6364,0.83,16,72,88,371,3702,296,311064,88,4073
14913,2012-09-18,Fall,2012,Sep,13,0,1,Mist/Cloudy,0.7,0.6667,0.74,17,97,114,371,3702,376,311064,114,4073
14914,2012-09-18,Fall,2012,Sep,14,0,1,Light Snow/Rain,0.6,0.5152,0.94,27,116,143,371,3702,483,311064,143,4073
14915,2012-09-18,Fall,2012,Sep,15,0,1,Light Snow/Rain,0.6,0.5455,0.88,1,35,36,371,3702,110,311064,36,4073
14916,2012-09-18,Fall,2012,Sep,16,0,1,Light Snow/Rain,0.6,0.5455,0.88,19,122,141,371,3702,461,311064,141,4073
14917,2012-09-18,Fall,2012,Sep,17,0,1,Light Snow/Rain,0.6,0.5455,0.88,36,302,338,371,3702,1086,311064,338,4073
14918,2012-09-18,Fall,2012,Sep,18,0,1,Mist/Cloudy,0.6,0.5455,0.88,19,262,281,371,3702,881,311064,281,4073
14919,2012-09-18,Fall,2012,Sep,19,0,1,Mist/Cloudy,0.6,0.5455,0.88,22,302,324,371,3702,1016,311064,324,4073
14920,2012-09-18,Fall,2012,Sep,20,0,1,Mist/Cloudy,0.6,0.5455,0.88,19,271,290,371,3702,908,311064,290,4073
14921,2012-09-18,Fall,2012,Sep,21,0,1,Mist/Cloudy,0.6,0.5455,0.88,21,186,207,371,3702,663,311064,207,4073
14922,2012-09-18,Fall,2012,Sep,22,0,1,Light Snow/Rain,0.58,0.5455,0.83,14,137,151,371,3702,481,311064,151,4073
14923,2012-09-18,Fall,2012,Sep,23,0,1,Mist/Cloudy,0.56,0.5303,0.83,11,67,78,371,3702,256,311064,78,4073
14924,2012-09-19,Fall,2012,Sep,0,0,1,Mist/Cloudy,0.56,0.5303,0.68,3,23,26,788,6803,84,584376,26,7591
14925,2012-09-19,Fall,2012,Sep,1,0,1,Mist/Cloudy,0.54,0.5152,0.68,0,12,12,788,6803,36,584376,12,7591
14926,2012-09-19,Fall,2012,Sep,2,0,1,Mist/Cloudy,0.54,0.5152,0.64,0,3,3,788,6803,9,584376,3,7591
14927,2012-09-19,Fall,2012,Sep,3,0,1,Mist/Cloudy,0.52,0.5,0.63,1,4,5,788,6803,17,584376,5,7591
14928,2012-09-19,Fall,2012,Sep,4,0,1,Mist/Cloudy,0.52,0.5,0.68,0,10,10,788,6803,30,584376,10,7591
14929,2012-09-19,Fall,2012,Sep,5,0,1,Mist/Cloudy,0.52,0.5,0.68,2,54,56,788,6803,172,584376,56,7591
14930,2012-09-19,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.52,0.5,0.63,6,166,172,788,6803,528,584376,172,7591
14931,2012-09-19,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.52,0.5,0.63,16,529,545,788,6803,1667,584376,545,7591
14932,2012-09-19,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.52,0.5,0.59,39,758,797,788,6803,2469,584376,797,7591
14933,2012-09-19,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.54,0.5152,0.6,26,336,362,788,6803,1138,584376,362,7591
14934,2012-09-19,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.56,0.5303,0.52,23,169,192,788,6803,622,584376,192,7591
14935,2012-09-19,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,44,203,247,788,6803,829,584376,247,7591
14936,2012-09-19,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,53,260,313,788,6803,1045,584376,313,7591
14937,2012-09-19,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.6,0.6212,0.4,55,234,289,788,6803,977,584376,289,7591
14938,2012-09-19,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.62,0.6212,0.38,59,227,286,788,6803,976,584376,286,7591
14939,2012-09-19,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.62,0.6212,0.35,57,254,311,788,6803,1047,584376,311,7591
14940,2012-09-19,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.62,0.6212,0.35,69,397,466,788,6803,1536,584376,466,7591
14941,2012-09-19,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.6,0.6212,0.38,74,812,886,788,6803,2806,584376,886,7591
14942,2012-09-19,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.58,0.5455,0.4,85,807,892,788,6803,2846,584376,892,7591
14943,2012-09-19,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.56,0.5303,0.43,72,539,611,788,6803,1977,584376,611,7591
14944,2012-09-19,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.52,0.5,0.48,31,378,409,788,6803,1289,584376,409,7591
14945,2012-09-19,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.5,0.4848,0.59,25,324,349,788,6803,1097,584376,349,7591
14946,2012-09-19,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.5,0.4848,0.63,31,198,229,788,6803,749,584376,229,7591
14947,2012-09-19,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.48,0.4697,0.67,17,106,123,788,6803,403,584376,123,7591
14948,2012-09-20,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.5,0.4848,0.63,12,46,58,939,6781,198,600912,58,7720
14949,2012-09-20,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.46,0.4545,0.72,4,14,18,939,6781,62,600912,18,7720
14950,2012-09-20,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.46,0.4545,0.72,2,9,11,939,6781,37,600912,11,7720
14951,2012-09-20,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0,6,6,939,6781,18,600912,6,7720
14952,2012-09-20,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0,6,6,939,6781,18,600912,6,7720
14953,2012-09-20,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.44,0.4394,0.77,4,52,56,939,6781,176,600912,56,7720
14954,2012-09-20,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.44,0.4394,0.77,9,161,170,939,6781,528,600912,170,7720
14955,2012-09-20,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.46,0.4545,0.82,20,514,534,939,6781,1642,600912,534,7720
14956,2012-09-20,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.5,0.4848,0.68,44,746,790,939,6781,2458,600912,790,7720
14957,2012-09-20,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.56,0.5303,0.6,25,330,355,939,6781,1115,600912,355,7720
14958,2012-09-20,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.58,0.5455,0.53,33,157,190,939,6781,636,600912,190,7720
14959,2012-09-20,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.62,0.6212,0.43,37,206,243,939,6781,803,600912,243,7720
14960,2012-09-20,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.62,0.6212,0.43,57,233,290,939,6781,984,600912,290,7720
14961,2012-09-20,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.64,0.6212,0.44,68,268,336,939,6781,1144,600912,336,7720
14962,2012-09-20,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.64,0.6212,0.47,76,222,298,939,6781,1046,600912,298,7720
14963,2012-09-20,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.66,0.6212,0.47,60,231,291,939,6781,993,600912,291,7720
14964,2012-09-20,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.64,0.6212,0.47,72,385,457,939,6781,1515,600912,457,7720
14965,2012-09-20,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.64,0.6212,0.5,91,885,976,939,6781,3110,600912,976,7720
14966,2012-09-20,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.6,0.6212,0.56,119,781,900,939,6781,2938,600912,900,7720
14967,2012-09-20,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.58,0.5455,0.6,69,534,603,939,6781,1947,600912,603,7720
14968,2012-09-20,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.56,0.5303,0.64,57,360,417,939,6781,1365,600912,417,7720
14969,2012-09-20,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.56,0.5303,0.64,28,246,274,939,6781,878,600912,274,7720
14970,2012-09-20,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.54,0.5152,0.73,35,252,287,939,6781,931,600912,287,7720
14971,2012-09-20,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,17,137,154,939,6781,496,600912,154,7720
14972,2012-09-21,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,13,53,66,1250,6917,224,648024,66,8167
14973,2012-09-21,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,11,38,49,1250,6917,169,648024,49,8167
14974,2012-09-21,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,6,8,14,1250,6917,54,648024,14,8167
14975,2012-09-21,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,1,11,12,1250,6917,38,648024,12,8167
14976,2012-09-21,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,1,9,10,1250,6917,32,648024,10,8167
14977,2012-09-21,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.5,0.4848,0.82,2,47,49,1250,6917,151,648024,49,8167
14978,2012-09-21,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,19,146,165,1250,6917,533,648024,165,8167
14979,2012-09-21,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.52,0.5,0.77,35,468,503,1250,6917,1579,648024,503,8167
14980,2012-09-21,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.54,0.5152,0.73,31,726,757,1250,6917,2333,648024,757,8167
14981,2012-09-21,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.58,0.5455,0.68,35,348,383,1250,6917,1219,648024,383,8167
14982,2012-09-21,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.62,0.6061,0.61,44,181,225,1250,6917,763,648024,225,8167
14983,2012-09-21,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.66,0.6212,0.57,79,242,321,1250,6917,1121,648024,321,8167
14984,2012-09-21,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.68,0.6364,0.57,84,305,389,1250,6917,1335,648024,389,8167
14985,2012-09-21,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.7,0.6515,0.54,105,316,421,1250,6917,1473,648024,421,8167
14986,2012-09-21,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.7,0.6515,0.54,113,299,412,1250,6917,1462,648024,412,8167
14987,2012-09-21,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.7,0.6515,0.54,90,333,423,1250,6917,1449,648024,423,8167
14988,2012-09-21,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.7,0.6515,0.54,103,464,567,1250,6917,1907,648024,567,8167
14989,2012-09-21,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.68,0.6364,0.57,107,739,846,1250,6917,2752,648024,846,8167
14990,2012-09-21,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.66,0.6212,0.61,106,699,805,1250,6917,2627,648024,805,8167
14991,2012-09-21,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.64,0.6061,0.65,95,493,588,1250,6917,1954,648024,588,8167
14992,2012-09-21,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.62,0.6061,0.69,54,315,369,1250,6917,1215,648024,369,8167
14993,2012-09-21,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.6,0.5909,0.73,46,266,312,1250,6917,1028,648024,312,8167
14994,2012-09-21,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.6,0.5909,0.73,47,248,295,1250,6917,979,648024,295,8167
14995,2012-09-21,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.6,0.5909,0.73,23,163,186,1250,6917,604,648024,186,8167
14996,2012-09-22,Fall,2012,Sep,0,0,0,Clear/Partly Cloudy,0.6,0.5909,0.73,32,140,172,2512,5883,580,725016,172,8395
14997,2012-09-22,Fall,2012,Sep,1,0,0,Clear/Partly Cloudy,0.58,0.5455,0.83,18,106,124,2512,5883,408,725016,124,8395
14998,2012-09-22,Fall,2012,Sep,2,0,0,Clear/Partly Cloudy,0.56,0.5303,0.88,10,73,83,2512,5883,269,725016,83,8395
14999,2012-09-22,Fall,2012,Sep,3,0,0,Clear/Partly Cloudy,0.56,0.5303,0.83,6,39,45,2512,5883,147,725016,45,8395
15000,2012-09-22,Fall,2012,Sep,4,0,0,Clear/Partly Cloudy,0.56,0.5303,0.83,5,10,15,2512,5883,55,725016,15,8395
15001,2012-09-22,Fall,2012,Sep,5,0,0,Clear/Partly Cloudy,0.56,0.5303,0.83,2,15,17,2512,5883,55,725016,17,8395
15002,2012-09-22,Fall,2012,Sep,6,0,0,Clear/Partly Cloudy,0.56,0.5303,0.83,6,35,41,2512,5883,135,725016,41,8395
15003,2012-09-22,Fall,2012,Sep,7,0,0,Clear/Partly Cloudy,0.58,0.5455,0.78,7,70,77,2512,5883,245,725016,77,8395
15004,2012-09-22,Fall,2012,Sep,8,0,0,Clear/Partly Cloudy,0.6,0.5909,0.73,21,197,218,2512,5883,696,725016,218,8395
15005,2012-09-22,Fall,2012,Sep,9,0,0,Clear/Partly Cloudy,0.64,0.6061,0.69,88,289,377,2512,5883,1307,725016,377,8395
15006,2012-09-22,Fall,2012,Sep,10,0,0,Clear/Partly Cloudy,0.66,0.6212,0.65,124,350,474,2512,5883,1670,725016,474,8395
15007,2012-09-22,Fall,2012,Sep,11,0,0,Clear/Partly Cloudy,0.7,0.6515,0.58,189,437,626,2512,5883,2256,725016,626,8395
15008,2012-09-22,Fall,2012,Sep,12,0,0,Clear/Partly Cloudy,0.72,0.6667,0.54,228,460,688,2512,5883,2520,725016,688,8395
15009,2012-09-22,Fall,2012,Sep,13,0,0,Clear/Partly Cloudy,0.74,0.6667,0.51,273,434,707,2512,5883,2667,725016,707,8395
15010,2012-09-22,Fall,2012,Sep,14,0,0,Clear/Partly Cloudy,0.76,0.6818,0.48,250,404,654,2512,5883,2462,725016,654,8395
15011,2012-09-22,Fall,2012,Sep,15,0,0,Clear/Partly Cloudy,0.74,0.6667,0.48,307,443,750,2512,5883,2864,725016,750,8395
15012,2012-09-22,Fall,2012,Sep,16,0,0,Clear/Partly Cloudy,0.74,0.6667,0.51,253,427,680,2512,5883,2546,725016,680,8395
15013,2012-09-22,Fall,2012,Sep,17,0,0,Clear/Partly Cloudy,0.74,0.6667,0.51,195,451,646,2512,5883,2328,725016,646,8395
15014,2012-09-22,Fall,2012,Sep,18,0,0,Clear/Partly Cloudy,0.72,0.6667,0.54,171,427,598,2512,5883,2136,725016,598,8395
15015,2012-09-22,Fall,2012,Sep,19,0,0,Clear/Partly Cloudy,0.7,0.6515,0.58,99,308,407,2512,5883,1419,725016,407,8395
15016,2012-09-22,Fall,2012,Sep,20,0,0,Clear/Partly Cloudy,0.7,0.6515,0.54,76,249,325,2512,5883,1127,725016,325,8395
15017,2012-09-22,Fall,2012,Sep,21,0,0,Clear/Partly Cloudy,0.64,0.6212,0.57,59,202,261,2512,5883,901,725016,261,8395
15018,2012-09-22,Fall,2012,Sep,22,0,0,Clear/Partly Cloudy,0.62,0.6212,0.57,59,180,239,2512,5883,835,725016,239,8395
15019,2012-09-22,Fall,2012,Sep,23,0,0,Clear/Partly Cloudy,0.62,0.6212,0.5,34,137,171,2512,5883,581,725016,171,8395
15020,2012-09-23,Winter,2012,Sep,0,0,0,Clear/Partly Cloudy,0.62,0.6212,0.38,34,146,180,2454,5453,608,687096,180,7907
15021,2012-09-23,Winter,2012,Sep,1,0,0,Clear/Partly Cloudy,0.54,0.5152,0.52,23,119,142,2454,5453,472,687096,142,7907
15022,2012-09-23,Winter,2012,Sep,2,0,0,Clear/Partly Cloudy,0.52,0.5,0.48,18,77,95,2454,5453,321,687096,95,7907
15023,2012-09-23,Winter,2012,Sep,3,0,0,Clear/Partly Cloudy,0.48,0.4697,0.55,13,41,54,2454,5453,188,687096,54,7907
15024,2012-09-23,Winter,2012,Sep,4,0,0,Clear/Partly Cloudy,0.46,0.4545,0.55,1,9,10,2454,5453,32,687096,10,7907
15025,2012-09-23,Winter,2012,Sep,5,0,0,Clear/Partly Cloudy,0.46,0.4545,0.59,1,5,6,2454,5453,20,687096,6,7907
15026,2012-09-23,Winter,2012,Sep,6,0,0,Clear/Partly Cloudy,0.44,0.4394,0.62,5,11,16,2454,5453,58,687096,16,7907
15027,2012-09-23,Winter,2012,Sep,7,0,0,Clear/Partly Cloudy,0.46,0.4545,0.59,9,48,57,2454,5453,189,687096,57,7907
